,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
25,2025-01-01,Burton,Peterboro,"1,30","2,42",No decision Made,"Home: Burton, Away: Peterboro
Pts (All M): 13 VS 24
Pts Against Higher: 1 VS 7
Pts (Last 5): 3 VS 0
Position: 24 VS 18

BTTS (All M): 0.45 VS 0.78
Shots (All M):  8.8 VS 10.2
Shots (Last 5):  7.8 VS 9.8
Shots (AHR):  8.1 VS 10.2

Shots Tar (All M):  2.7 VS 4.2
Shots Tar (Last 5):  2.2 VS 2.6
Shots Tar (AHR):  2.4 VS 4.2

HT Gs (All M)):  0.5 VS 1.0
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.6 VS 1.0
FT Gs (All M)):  0.8 VS 1.4
FT Gs (Last 5):  0.6 VS 0.6
FT Gs (AHR):  0.8 VS 1.4

Scored at least 1 Goal (All M):  0.55 VS 0.78
Average conceded per match (All M): 1.64 VS 2.0
Scored at least 1 Goal (Last 5)):  0.4 VS 0.6
Scored at least 1 Goal (AHR):  0.56 VS 0.78
"
26,2025-01-01,Cambridge,Reading,"0,90","1,97",No decision Made,"Home: Cambridge, Away: Reading
Pts (All M): 17 VS 37
Pts Against Higher: 2 VS 10
Pts (Last 5): 8 VS 6
Position: 22 VS 5

BTTS (All M): 0.4 VS 0.82
Shots (All M):  11.1 VS 11.5
Shots (Last 5):  11.2 VS 12.6
Shots (AHR):  11.0 VS 11.5

Shots Tar (All M):  4.1 VS 3.9
Shots Tar (Last 5):  3.8 VS 5.0
Shots Tar (AHR):  3.0 VS 3.9

HT Gs (All M)):  0.6 VS 0.8
HT Gs (Last 5):  0.6 VS 0.6
HT Gs (AHR):  0.3 VS 0.8
FT Gs (All M)):  1.3 VS 1.2
FT Gs (Last 5):  1.4 VS 1.2
FT Gs (AHR):  0.7 VS 1.2

Scored at least 1 Goal (All M):  0.6 VS 0.82
Average conceded per match (All M): 1.5 VS 2.09
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  0.67 VS 0.82
"
28,2025-01-01,Lincoln,Rotherham,"1,19","0,42",No decision Made,"Home: Lincoln, Away: Rotherham
Pts (All M): 31 VS 24
Pts Against Higher: 17 VS 1
Pts (Last 5): 10 VS 1
Position: 11 VS 17

BTTS (All M): 0.7 VS 0.3
Shots (All M):  11.7 VS 10.8
Shots (Last 5):  12.6 VS 8.8
Shots (AHR):  11.7 VS 11.8

Shots Tar (All M):  4.9 VS 3.0
Shots Tar (Last 5):  4.8 VS 2.6
Shots Tar (AHR):  4.9 VS 3.2

HT Gs (All M)):  0.7 VS 0.3
HT Gs (Last 5):  0.8 VS 0.6
HT Gs (AHR):  0.7 VS 0.0
FT Gs (All M)):  1.6 VS 0.6
FT Gs (Last 5):  1.6 VS 0.6
FT Gs (AHR):  1.6 VS 0.2

Scored at least 1 Goal (All M):  0.8 VS 0.4
Average conceded per match (All M): 1.2 VS 1.3
Scored at least 1 Goal (Last 5)):  0.8 VS 0.2
Scored at least 1 Goal (AHR):  0.8 VS 0.17
"
29,2025-01-01,Mansfield,Bolton,"1,29","1,43",No decision Made,"Home: Mansfield, Away: Bolton
Pts (All M): 31 VS 34
Pts Against Higher: 2 VS 7
Pts (Last 5): 4 VS 5
Position: 13 VS 8

BTTS (All M): 0.6 VS 0.44
Shots (All M):  12.2 VS 10.0
Shots (Last 5):  13.0 VS 8.8
Shots (AHR):  9.7 VS 8.7

Shots Tar (All M):  4.2 VS 3.6
Shots Tar (Last 5):  3.8 VS 2.8
Shots Tar (AHR):  3.7 VS 2.7

HT Gs (All M)):  0.8 VS 0.7
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.7 VS 0.5
FT Gs (All M)):  1.3 VS 1.4
FT Gs (Last 5):  0.6 VS 1.0
FT Gs (AHR):  1.0 VS 1.0

Scored at least 1 Goal (All M):  0.8 VS 0.56
Average conceded per match (All M): 1.1 VS 1.56
Scored at least 1 Goal (Last 5)):  0.6 VS 0.4
Scored at least 1 Goal (AHR):  1.0 VS 0.33
"
30,2025-01-01,Northampton,Stevenage,"0,95","0,33",No decision Made,"Home: Northampton, Away: Stevenage
Pts (All M): 22 VS 29
Pts Against Higher: 6 VS 5
Pts (Last 5): 10 VS 5
Position: 20 VS 14

BTTS (All M): 0.4 VS 0.25
Shots (All M):  9.5 VS 10.2
Shots (Last 5):  8.2 VS 10.8
Shots (AHR):  9.7 VS 10.1

Shots Tar (All M):  3.9 VS 3.4
Shots Tar (Last 5):  2.0 VS 3.6
Shots Tar (AHR):  4.3 VS 3.0

HT Gs (All M)):  0.4 VS 0.1
HT Gs (Last 5):  0.6 VS 0.2
HT Gs (AHR):  0.2 VS 0.1
FT Gs (All M)):  1.1 VS 0.4
FT Gs (Last 5):  1.2 VS 0.4
FT Gs (AHR):  1.0 VS 0.4

Scored at least 1 Goal (All M):  0.6 VS 0.38
Average conceded per match (All M): 1.5 VS 1.0
Scored at least 1 Goal (Last 5)):  0.6 VS 0.4
Scored at least 1 Goal (AHR):  0.67 VS 0.43
"
31,2025-01-01,Stockport,Birmingham,"0,77","1,50",No decision Made,"Home: Stockport, Away: Birmingham
Pts (All M): 37 VS 49
Pts Against Higher: 6 VS 6
Pts (Last 5): 12 VS 10
Position: 6 VS 1

BTTS (All M): 0.36 VS 0.6
Shots (All M):  15.3 VS 11.6
Shots (Last 5):  13.2 VS 13.2
Shots (AHR):  13.0 VS 6.7

Shots Tar (All M):  5.5 VS 3.8
Shots Tar (Last 5):  5.4 VS 4.0
Shots Tar (AHR):  5.3 VS 3.7

HT Gs (All M)):  0.7 VS 0.9
HT Gs (Last 5):  0.6 VS 0.6
HT Gs (AHR):  1.3 VS 0.3
FT Gs (All M)):  1.8 VS 1.8
FT Gs (Last 5):  2.0 VS 1.6
FT Gs (AHR):  1.7 VS 1.7

Scored at least 1 Goal (All M):  0.82 VS 0.9
Average conceded per match (All M): 1.09 VS 1.0
Scored at least 1 Goal (Last 5)):  0.8 VS 1.0
Scored at least 1 Goal (AHR):  0.67 VS 0.67
"
32,2025-01-01,Wigan,Huddersfield,"0,35","1,41",No decision Made,"Home: Wigan, Away: Huddersfield
Pts (All M): 27 VS 43
Pts Against Higher: 0 VS 13
Pts (Last 5): 4 VS 11
Position: 16 VS 4

BTTS (All M): 0.3 VS 0.4
Shots (All M):  11.1 VS 13.6
Shots (Last 5):  12.8 VS 13.2
Shots (AHR):  12.0 VS 13.5

Shots Tar (All M):  3.4 VS 5.0
Shots Tar (Last 5):  4.0 VS 5.8
Shots Tar (AHR):  2.5 VS 4.2

HT Gs (All M)):  0.5 VS 1.0
HT Gs (Last 5):  0.6 VS 1.2
HT Gs (AHR):  0.0 VS 0.9
FT Gs (All M)):  0.9 VS 1.8
FT Gs (Last 5):  1.0 VS 2.0
FT Gs (AHR):  0.0 VS 1.5

Scored at least 1 Goal (All M):  0.5 VS 0.8
Average conceded per match (All M): 0.9 VS 0.8
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  0.0 VS 0.75
"
35,2025-01-02,Newport County,AFC Wimbledon,"0,81","2,13","Action: Double Chance X2 
","Home: Newport County, Away: AFC Wimbledon
Pts (All M): 26 VS 37
Pts Against Higher: 10 VS 13
Pts (Last 5): 8 VS 9
Position: 18 VS 5

BTTS (All M): 0.67 VS 0.2
Shots (All M):  11.3 VS 12.7
Shots (Last 5):  13.0 VS 15.8
Shots (AHR):  11.7 VS 12.7

Shots Tar (All M):  4.4 VS 4.1
Shots Tar (Last 5):  5.6 VS 5.0
Shots Tar (AHR):  4.3 VS 4.1

HT Gs (All M)):  1.0 VS 0.4
HT Gs (Last 5):  1.2 VS 0.8
HT Gs (AHR):  0.7 VS 0.4
FT Gs (All M)):  2.0 VS 1.1
FT Gs (Last 5):  1.8 VS 2.0
FT Gs (AHR):  1.5 VS 1.1

Scored at least 1 Goal (All M):  0.67 VS 0.5
Average conceded per match (All M): 1.56 VS 0.9
Scored at least 1 Goal (Last 5)):  0.4 VS 0.8
Scored at least 1 Goal (AHR):  0.67 VS 0.5
"
41,2025-01-02,St Johnstone,Hibernian,"1,10","2,50","Action: Double Chance X2 
","Home: St Johnstone, Away: Hibernian
Pts (All M): 14 VS 24
Pts Against Higher: 0 VS 11
Pts (Last 5): 3 VS 9
Position: 12 VS 7

BTTS (All M): 0.56 VS 0.5
Shots (All M):  11.2 VS 12.3
Shots (Last 5):  9.4 VS 12.4
Shots (AHR):  10.0 VS 12.3

Shots Tar (All M):  4.2 VS 4.2
Shots Tar (Last 5):  3.4 VS 5.6
Shots Tar (AHR):  3.7 VS 4.2

HT Gs (All M)):  0.3 VS 0.7
HT Gs (Last 5):  0.2 VS 1.2
HT Gs (AHR):  0.2 VS 0.7
FT Gs (All M)):  1.1 VS 1.2
FT Gs (Last 5):  1.0 VS 1.8
FT Gs (AHR):  0.8 VS 1.2

Scored at least 1 Goal (All M):  0.78 VS 0.6
Average conceded per match (All M): 2.0 VS 1.7
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  0.67 VS 0.6
"
36,2025-01-02,Aberdeen,Ross County,"2,81","0,35","Action: Draw no bet 1X 
","Home: Aberdeen, Away: Ross County
Pts (All M): 34 VS 19
Pts Against Higher: 18 VS 2
Pts (Last 5): 7 VS 4
Position: 3 VS 10

BTTS (All M): 0.7 VS 0.22
Shots (All M):  12.3 VS 10.0
Shots (Last 5):  13.2 VS 10.6
Shots (AHR):  13.1 VS 8.0

Shots Tar (All M):  4.0 VS 2.6
Shots Tar (Last 5):  4.4 VS 3.0
Shots Tar (AHR):  4.4 VS 2.2

HT Gs (All M)):  0.6 VS 0.3
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.6 VS 0.2
FT Gs (All M)):  1.9 VS 0.6
FT Gs (Last 5):  1.6 VS 0.8
FT Gs (AHR):  1.9 VS 0.2

Scored at least 1 Goal (All M):  0.9 VS 0.33
Average conceded per match (All M): 1.1 VS 2.33
Scored at least 1 Goal (Last 5)):  0.8 VS 0.4
Scored at least 1 Goal (AHR):  0.88 VS 0.17
"
34,2025-01-02,Gillingham,Bromley,"0,80","0,48",No decision Made,"Home: Gillingham, Away: Bromley
Pts (All M): 30 VS 31
Pts Against Higher: 10 VS 7
Pts (Last 5): 7 VS 11
Position: 14 VS 11

BTTS (All M): 0.36 VS 0.5
Shots (All M):  11.0 VS 11.3
Shots (Last 5):  11.8 VS 10.2
Shots (AHR):  9.6 VS 12.0

Shots Tar (All M):  3.6 VS 3.6
Shots Tar (Last 5):  3.4 VS 3.8
Shots Tar (AHR):  3.0 VS 3.4

HT Gs (All M)):  0.4 VS 0.4
HT Gs (Last 5):  0.2 VS 0.6
HT Gs (AHR):  0.4 VS 0.3
FT Gs (All M)):  1.5 VS 1.2
FT Gs (Last 5):  1.0 VS 1.6
FT Gs (AHR):  1.0 VS 0.9

Scored at least 1 Goal (All M):  0.82 VS 0.8
Average conceded per match (All M): 0.91 VS 0.9
Scored at least 1 Goal (Last 5)):  0.8 VS 1.0
Scored at least 1 Goal (AHR):  0.8 VS 0.71
"
37,2025-01-02,Dundee,Dundee United,"1,84","1,64",No decision Made,"Home: Dundee, Away: Dundee United
Pts (All M): 22 VS 31
Pts Against Higher: 10 VS 7
Pts (Last 5): 9 VS 5
Position: 8 VS 4

BTTS (All M): 0.89 VS 0.67
Shots (All M):  12.1 VS 11.8
Shots (Last 5):  12.0 VS 10.2
Shots (AHR):  12.9 VS 11.6

Shots Tar (All M):  4.6 VS 3.6
Shots Tar (Last 5):  4.2 VS 3.2
Shots Tar (AHR):  4.4 VS 3.6

HT Gs (All M)):  1.3 VS 0.3
HT Gs (Last 5):  1.2 VS 0.4
HT Gs (AHR):  1.1 VS 0.4
FT Gs (All M)):  2.2 VS 1.4
FT Gs (Last 5):  2.4 VS 1.4
FT Gs (AHR):  2.3 VS 1.4

Scored at least 1 Goal (All M):  0.89 VS 0.89
Average conceded per match (All M): 1.89 VS 1.33
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  0.86 VS 0.86
"
38,2025-01-02,Hearts,Motherwell,"1,86","1,27",No decision Made,"Home: Hearts, Away: Motherwell
Pts (All M): 17 VS 27
Pts Against Higher: 9 VS 12
Pts (Last 5): 7 VS 6
Position: 11 VS 5

BTTS (All M): 0.6 VS 0.78
Shots (All M):  15.2 VS 10.8
Shots (Last 5):  14.0 VS 10.4
Shots (AHR):  15.7 VS 10.8

Shots Tar (All M):  4.7 VS 3.6
Shots Tar (Last 5):  5.0 VS 3.2
Shots Tar (AHR):  4.6 VS 3.6

HT Gs (All M)):  0.6 VS 0.4
HT Gs (Last 5):  0.8 VS 0.4
HT Gs (AHR):  0.6 VS 0.4
FT Gs (All M)):  1.3 VS 1.2
FT Gs (Last 5):  1.4 VS 1.0
FT Gs (AHR):  1.2 VS 1.2

Scored at least 1 Goal (All M):  0.8 VS 0.89
Average conceded per match (All M): 1.2 VS 1.89
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  0.78 VS 0.89
"
39,2025-01-02,Kilmarnock,St Mirren,"2,26","1,59",No decision Made,"Home: Kilmarnock, Away: St Mirren
Pts (All M): 21 VS 27
Pts Against Higher: 9 VS 7
Pts (Last 5): 10 VS 9
Position: 9 VS 6

BTTS (All M): 0.38 VS 0.78
Shots (All M):  15.0 VS 11.0
Shots (Last 5):  15.4 VS 11.0
Shots (AHR):  16.5 VS 11.4

Shots Tar (All M):  4.4 VS 4.2
Shots Tar (Last 5):  5.4 VS 3.6
Shots Tar (AHR):  4.7 VS 4.2

HT Gs (All M)):  0.2 VS 1.0
HT Gs (Last 5):  0.4 VS 1.0
HT Gs (AHR):  0.2 VS 1.0
FT Gs (All M)):  1.4 VS 1.3
FT Gs (Last 5):  1.4 VS 1.6
FT Gs (AHR):  1.7 VS 1.1

Scored at least 1 Goal (All M):  0.75 VS 0.78
Average conceded per match (All M): 1.25 VS 2.11
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  0.83 VS 0.75
"
40,2025-01-02,Rangers,Celtic,"1,38","1,04",No decision Made,"Home: Rangers, Away: Celtic
Pts (All M): 36 VS 50
Pts Against Higher: 10 VS 3
Pts (Last 5): 13 VS 13
Position: 2 VS 1

BTTS (All M): 0.33 VS 0.22
Shots (All M):  21.0 VS 17.6
Shots (Last 5):  22.8 VS 15.2
Shots (AHR):  20.5 VS 15.0

Shots Tar (All M):  6.9 VS 7.1
Shots Tar (Last 5):  6.8 VS 6.4
Shots Tar (AHR):  7.2 VS 4.0

HT Gs (All M)):  1.0 VS 1.0
HT Gs (Last 5):  0.6 VS 0.4
HT Gs (AHR):  1.0 VS 0.0
FT Gs (All M)):  2.4 VS 2.6
FT Gs (Last 5):  2.2 VS 2.0
FT Gs (AHR):  1.5 VS 1.0

Scored at least 1 Goal (All M):  1.0 VS 0.89
Average conceded per match (All M): 0.33 VS 0.22
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
69,2025-01-04,Wigan,Birmingham,"0,31","1,55","Action: Double Chance X2 
","Home: Wigan, Away: Birmingham
Pts (All M): 27 VS 49
Pts Against Higher: 0 VS 19
Pts (Last 5): 4 VS 10
Position: 16 VS 1

BTTS (All M): 0.3 VS 0.6
Shots (All M):  11.1 VS 11.6
Shots (Last 5):  12.8 VS 13.2
Shots (AHR):  11.0 VS 11.5

Shots Tar (All M):  3.4 VS 3.8
Shots Tar (Last 5):  4.0 VS 4.0
Shots Tar (AHR):  4.0 VS 3.6

HT Gs (All M)):  0.5 VS 0.9
HT Gs (Last 5):  0.6 VS 0.6
HT Gs (AHR):  0.0 VS 1.0
FT Gs (All M)):  0.9 VS 1.8
FT Gs (Last 5):  1.0 VS 1.6
FT Gs (AHR):  0.0 VS 1.9

Scored at least 1 Goal (All M):  0.5 VS 0.9
Average conceded per match (All M): 0.9 VS 1.0
Scored at least 1 Goal (Last 5)):  0.6 VS 1.0
Scored at least 1 Goal (AHR):  0.0 VS 0.88
"
45,2025-01-04,Middlesbrough,Cardiff,"2,43","0,83","Action: Draw no bet 1X 
","Home: Middlesbrough, Away: Cardiff
Pts (All M): 37 VS 21
Pts Against Higher: 22 VS 4
Pts (Last 5): 8 VS 6
Position: 7 VS 22

BTTS (All M): 0.38 VS 0.67
Shots (All M):  15.7 VS 10.7
Shots (Last 5):  11.4 VS 11.0
Shots (AHR):  15.7 VS 8.3

Shots Tar (All M):  4.7 VS 3.2
Shots Tar (Last 5):  4.0 VS 3.6
Shots Tar (AHR):  4.7 VS 2.3

HT Gs (All M)):  0.9 VS 0.5
HT Gs (Last 5):  1.2 VS 1.0
HT Gs (AHR):  0.9 VS 0.7
FT Gs (All M)):  1.5 VS 1.0
FT Gs (Last 5):  1.4 VS 1.8
FT Gs (AHR):  1.5 VS 0.7

Scored at least 1 Goal (All M):  0.69 VS 0.67
Average conceded per match (All M): 1.08 VS 1.83
Scored at least 1 Goal (Last 5)):  0.6 VS 1.0
Scored at least 1 Goal (AHR):  0.69 VS 0.33
"
49,2025-01-04,Stoke,Plymouth,"2,48","0,55","Action: Draw no bet 1X 
","Home: Stoke, Away: Plymouth
Pts (All M): 25 VS 18
Pts Against Higher: 17 VS 2
Pts (Last 5): 5 VS 0
Position: 19 VS 24

BTTS (All M): 0.62 VS 0.23
Shots (All M):  11.6 VS 7.7
Shots (Last 5):  10.8 VS 9.0
Shots (AHR):  11.6 VS 7.8

Shots Tar (All M):  3.8 VS 1.9
Shots Tar (Last 5):  3.4 VS 2.6
Shots Tar (AHR):  3.8 VS 1.9

HT Gs (All M)):  0.8 VS 0.2
HT Gs (Last 5):  0.2 VS 0.2
HT Gs (AHR):  0.8 VS 0.2
FT Gs (All M)):  1.4 VS 0.2
FT Gs (Last 5):  0.6 VS 0.2
FT Gs (AHR):  1.4 VS 0.2

Scored at least 1 Goal (All M):  0.77 VS 0.23
Average conceded per match (All M): 1.31 VS 2.69
Scored at least 1 Goal (Last 5)):  0.4 VS 0.2
Scored at least 1 Goal (AHR):  0.77 VS 0.25
"
65,2025-01-04,Huddersfield,Rotherham,"1,73","0,35","Action: Draw no bet 1X 
","Home: Huddersfield, Away: Rotherham
Pts (All M): 43 VS 24
Pts Against Higher: 22 VS 1
Pts (Last 5): 11 VS 1
Position: 4 VS 17

BTTS (All M): 0.5 VS 0.3
Shots (All M):  13.7 VS 10.8
Shots (Last 5):  14.6 VS 8.8
Shots (AHR):  12.5 VS 13.3

Shots Tar (All M):  4.9 VS 3.0
Shots Tar (Last 5):  4.4 VS 2.6
Shots Tar (AHR):  4.7 VS 4.7

HT Gs (All M)):  0.6 VS 0.3
HT Gs (Last 5):  0.4 VS 0.6
HT Gs (AHR):  0.6 VS 0.0
FT Gs (All M)):  1.5 VS 0.6
FT Gs (Last 5):  1.4 VS 0.6
FT Gs (AHR):  1.6 VS 0.3

Scored at least 1 Goal (All M):  0.92 VS 0.4
Average conceded per match (All M): 0.92 VS 1.3
Scored at least 1 Goal (Last 5)):  1.0 VS 0.2
Scored at least 1 Goal (AHR):  0.9 VS 0.33
"
66,2025-01-04,Leyton Orient,Shrewsbury,"1,92","0,36","Action: Draw no bet 1X 
","Home: Leyton Orient, Away: Shrewsbury
Pts (All M): 31 VS 16
Pts Against Higher: 17 VS 2
Pts (Last 5): 10 VS 4
Position: 12 VS 23

BTTS (All M): 0.25 VS 0.5
Shots (All M):  13.6 VS 10.5
Shots (Last 5):  15.4 VS 12.8
Shots (AHR):  13.7 VS 8.2

Shots Tar (All M):  4.9 VS 3.3
Shots Tar (Last 5):  5.4 VS 3.8
Shots Tar (AHR):  5.1 VS 2.8

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  1.0 VS 0.2
HT Gs (AHR):  0.8 VS 0.5
FT Gs (All M)):  1.3 VS 1.1
FT Gs (Last 5):  1.6 VS 1.6
FT Gs (AHR):  1.5 VS 0.8

Scored at least 1 Goal (All M):  0.67 VS 0.5
Average conceded per match (All M): 0.75 VS 2.1
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.73 VS 0.5
"
68,2025-01-04,Stockport,Mansfield,"1,83","0,41","Action: Draw no bet 1X 
","Home: Stockport, Away: Mansfield
Pts (All M): 37 VS 31
Pts Against Higher: 12 VS 4
Pts (Last 5): 12 VS 4
Position: 6 VS 13

BTTS (All M): 0.36 VS 0.45
Shots (All M):  15.3 VS 10.9
Shots (Last 5):  13.2 VS 12.8
Shots (AHR):  14.5 VS 10.7

Shots Tar (All M):  5.5 VS 3.3
Shots Tar (Last 5):  5.4 VS 3.2
Shots Tar (AHR):  6.0 VS 2.2

HT Gs (All M)):  0.7 VS 0.8
HT Gs (Last 5):  0.6 VS 1.0
HT Gs (AHR):  0.8 VS 0.7
FT Gs (All M)):  1.8 VS 1.3
FT Gs (Last 5):  2.0 VS 1.0
FT Gs (AHR):  2.2 VS 0.7

Scored at least 1 Goal (All M):  0.82 VS 0.73
Average conceded per match (All M): 1.09 VS 1.18
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.83 VS 0.5
"
70,2025-01-04,Wrexham,Peterboro,"2,61","1,28","Action: Draw no bet 1X 
","Home: Wrexham, Away: Peterboro
Pts (All M): 48 VS 24
Pts Against Higher: 28 VS 0
Pts (Last 5): 13 VS 0
Position: 2 VS 18

BTTS (All M): 0.46 VS 0.78
Shots (All M):  12.6 VS 10.2
Shots (Last 5):  12.6 VS 9.8
Shots (AHR):  12.3 VS 6.7

Shots Tar (All M):  4.5 VS 4.2
Shots Tar (Last 5):  4.2 VS 2.6
Shots Tar (AHR):  4.5 VS 2.3

HT Gs (All M)):  1.1 VS 1.0
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  1.0 VS 1.0
FT Gs (All M)):  2.1 VS 1.4
FT Gs (Last 5):  1.6 VS 0.6
FT Gs (AHR):  2.0 VS 1.3

Scored at least 1 Goal (All M):  0.92 VS 0.78
Average conceded per match (All M): 0.62 VS 2.0
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.9 VS 1.0
"
44,2025-01-04,Hull,Leeds,"0,26","1,29","Action: U3.5 
","Home: Hull, Away: Leeds
Pts (All M): 22 VS 51
Pts Against Higher: 2 VS 20
Pts (Last 5): 4 VS 10
Position: 21 VS 1

BTTS (All M): 0.58 VS 0.33
Shots (All M):  11.9 VS 14.8
Shots (Last 5):  12.2 VS 16.2
Shots (AHR):  11.2 VS 14.8

Shots Tar (All M):  3.8 VS 4.4
Shots Tar (Last 5):  4.2 VS 4.8
Shots Tar (AHR):  2.8 VS 4.4

HT Gs (All M)):  0.5 VS 0.4
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.2 VS 0.4
FT Gs (All M)):  0.9 VS 1.2
FT Gs (Last 5):  0.8 VS 1.6
FT Gs (AHR):  0.4 VS 1.2

Scored at least 1 Goal (All M):  0.58 VS 0.67
Average conceded per match (All M): 1.17 VS 0.75
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  0.4 VS 0.67
"
42,2025-01-04,Blackburn,Burnley,"0,73","0,55",No decision Made,"Home: Blackburn, Away: Burnley
Pts (All M): 38 VS 48
Pts Against Higher: 4 VS 8
Pts (Last 5): 7 VS 13
Position: 5 VS 3

BTTS (All M): 0.25 VS 0.23
Shots (All M):  13.0 VS 10.5
Shots (Last 5):  14.8 VS 11.2
Shots (AHR):  10.7 VS 7.8

Shots Tar (All M):  4.3 VS 3.5
Shots Tar (Last 5):  4.2 VS 3.8
Shots Tar (AHR):  1.7 VS 2.6

HT Gs (All M)):  0.7 VS 0.5
HT Gs (Last 5):  0.8 VS 0.4
HT Gs (AHR):  0.7 VS 0.4
FT Gs (All M)):  1.4 VS 1.2
FT Gs (Last 5):  1.0 VS 1.4
FT Gs (AHR):  1.0 VS 0.6

Scored at least 1 Goal (All M):  0.67 VS 0.62
Average conceded per match (All M): 0.83 VS 0.38
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  0.67 VS 0.4
"
43,2025-01-04,Bristol City,Derby,"1,56","0,65",No decision Made,"Home: Bristol City, Away: Derby
Pts (All M): 33 VS 27
Pts Against Higher: 10 VS 3
Pts (Last 5): 10 VS 5
Position: 9 VS 16

BTTS (All M): 0.5 VS 0.67
Shots (All M):  13.6 VS 7.8
Shots (Last 5):  15.8 VS 5.4
Shots (AHR):  10.4 VS 6.9

Shots Tar (All M):  4.5 VS 2.2
Shots Tar (Last 5):  5.8 VS 1.4
Shots Tar (AHR):  3.4 VS 2.0

HT Gs (All M)):  0.5 VS 0.2
HT Gs (Last 5):  0.6 VS 0.4
HT Gs (AHR):  0.4 VS 0.2
FT Gs (All M)):  1.5 VS 0.8
FT Gs (Last 5):  1.8 VS 0.8
FT Gs (AHR):  1.0 VS 0.6

Scored at least 1 Goal (All M):  0.75 VS 0.67
Average conceded per match (All M): 0.83 VS 1.58
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.62 VS 0.5
"
46,2025-01-04,Norwich,Coventry,"1,54","1,37",No decision Made,"Home: Norwich, Away: Coventry
Pts (All M): 30 VS 28
Pts Against Higher: 11 VS 10
Pts (Last 5): 10 VS 4
Position: 12 VS 15

BTTS (All M): 0.83 VS 0.42
Shots (All M):  13.2 VS 9.8
Shots (Last 5):  15.0 VS 9.6
Shots (AHR):  11.7 VS 10.3

Shots Tar (All M):  5.2 VS 2.6
Shots Tar (Last 5):  6.0 VS 2.8
Shots Tar (AHR):  4.2 VS 2.7

HT Gs (All M)):  1.2 VS 0.3
HT Gs (Last 5):  1.4 VS 0.2
HT Gs (AHR):  0.9 VS 0.3
FT Gs (All M)):  2.4 VS 0.8
FT Gs (Last 5):  2.8 VS 0.8
FT Gs (AHR):  1.7 VS 0.9

Scored at least 1 Goal (All M):  0.92 VS 0.58
Average conceded per match (All M): 1.42 VS 1.5
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.89 VS 0.6
"
47,2025-01-04,Preston,Oxford,"1,39","0,41",No decision Made,"Home: Preston, Away: Oxford
Pts (All M): 29 VS 24
Pts Against Higher: 21 VS 0
Pts (Last 5): 9 VS 0
Position: 14 VS 20

BTTS (All M): 0.46 VS 0.5
Shots (All M):  11.2 VS 9.3
Shots (Last 5):  10.2 VS 6.8
Shots (AHR):  11.2 VS 7.6

Shots Tar (All M):  3.4 VS 2.7
Shots Tar (Last 5):  4.0 VS 1.8
Shots Tar (AHR):  3.4 VS 2.0

HT Gs (All M)):  0.5 VS 0.4
HT Gs (Last 5):  0.6 VS 0.0
HT Gs (AHR):  0.5 VS 0.4
FT Gs (All M)):  1.2 VS 0.7
FT Gs (Last 5):  1.4 VS 0.0
FT Gs (AHR):  1.2 VS 0.5

Scored at least 1 Goal (All M):  0.77 VS 0.5
Average conceded per match (All M): 0.85 VS 2.2
Scored at least 1 Goal (Last 5)):  1.0 VS 0.0
Scored at least 1 Goal (AHR):  0.77 VS 0.38
"
